Timestamp,"Generation, Active Gross Power (MW)","Generation, Reactive Gross Power (MVAR)","OEC, Exhaust Pressure Turbine CW (Bara)","OEC, Exhaust Pressure Turbine CCW (Bara)",Ambient Temp (C),"Spesific Steam - Brine, Consumption (kg/MW)","Steam, Main Steam Press (barg)","Steam, Main Steam Temp (C)","Brine, Brine Header Press (barg)","Brine, Brine Header Temp (C)","IJN-6-1, WHP (barg)","IJN-6-1, Valve Open (%)","IJN-6-1, 2 Phase Line Press (barg)","IJN-6-1, 2 Phase Line Temp (C)","IJN-6-2, WHP (barg)","IJN-6-2, Valve Open (%)","IJN-6-2, 2 Phase Line Press (barg)","IJN-6-2, 2 Phase Line Temp (C)","IJN-6-3, WHP (barg)","IJN-6-3, Valve Open (%)","IJN-6-3, 2 Phase Line Press (barg)","IJN-6-3, 2 Phase Line Temp (C)","IJN-6-4, WHP (barg)","IJN-6-4, Valve Open (%)","IJN-6-4, 2 Phase Line Press (barg)","IJN-6-4, 2 Phase Line Temp (C)","Pad 6, Separator Temp (C)","Pad 6, Separator Pressure (barg)","Pad 6, Steam Flow (kg/s)","IJN-8-1, WHP (barg)","IJN-8-1, Valve Open (%)","IJN-8-1, 2 Phase Line Press (barg)","IJN-8-1, 2 Phase Line Temp (C)","IJN-8-2, WHP (barg)","IJN-8-2, Valve Open (%)","IJN-8-2, 2 Phase Line Press (barg)","IJN-8-2, 2 Phase Line Temp (C)","Pad 8, Separator Temp (C)","Pad 8, Separator Pressure (barg)","Pad 8, Separator Temp (kg/s)","Pad 6 & Pad 8, Main Steam Flowrate (kg/s)","Pad 6 & Pad 8, Brine Flowrate (kg/s)","Pad 6 & Pad 8, Total Flowrate (kg/s)","IJN-5-1, Injection Press (Bara)","IJN-5-1, Injection Flow (kg/s)","IJN-5-1, Injection Temp (C)","IJN-5-1, Valve Open (%)","IJN-5-1, WHP (barg)","DUPE, IGNORE (1)","DUPE, IGNORE(2)","Header Reinjection Pump, Temperature (C)","Header Reinjection Pump, Pressure (Bara)","Brine Bypass Pre-heater, Opening CV-A (%)","Brine Bypass Pre-heater, Opening CV-B (%)","Preheater, Outlet Temp (C)","Separator IJN-6, Opening Brine Dump Valve A (%)","Separator IJN-6, Opening Brine Dump Valve B (%)","Separator IJN-8, Opening Brine Dump Valve A (%)","Separator IJN-8, Opening Brine Dump Valve B (%)","Rock Muffler, Opening Steam Dump Valve A (%)","Rock Muffler, Opening Steam Dump Valve B (%)",Source DGR,Delta Pressure_Barg
16-06-2025 1100H,33.77,6.842,0.897,0.95,20.318,4.386,12.711,192.98,16.14,193.701,27.365,18.691,13.848,197.41,30.288,18.557,13.659,195.316,19.194,41.974,13.943,195.688,19.806,43.021,13.911,197.246,194.624,13.15,44.257,6.847,9.977,0.0,79.768,22.009,50.557,13.437,191.198,194.476,13.048,3.864,51.626,96.485,148.111,12.85,135.022,94.678,14.58,7.261,16.14,193.701,90.368,15.289,0.909,0.26,91.722,0.118,0.117,2.155,2.749,0.491,3.731,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1200H,33.661,6.493,0.926,0.979,21.059,4.391,12.657,192.802,16.217,193.665,27.378,19.171,13.819,197.305,30.306,19.015,13.621,195.193,19.2,41.998,13.903,195.628,19.794,43.038,13.869,197.136,194.459,13.099,44.575,6.789,9.98,0.0,79.848,22.006,50.723,13.389,191.099,194.294,12.994,3.724,52.13,95.686,147.816,12.8,134.877,94.611,14.582,7.247,16.217,193.665,90.229,15.349,0.896,0.252,91.302,0.119,0.118,2.138,0.094,0.465,3.573,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1300H,33.655,6.462,0.943,0.996,21.382,4.397,12.661,192.822,16.242,193.589,27.325,19.137,13.837,197.358,30.319,19.059,13.634,195.241,19.199,42.019,13.915,195.7,19.804,43.031,13.879,197.196,194.491,13.106,44.722,6.696,9.98,0.0,79.916,22.004,50.692,13.394,191.117,194.319,12.999,3.688,52.519,95.449,147.968,12.798,135.0,94.415,14.582,7.266,16.242,193.589,90.197,15.354,0.887,0.233,91.642,0.118,0.117,0.079,0.093,0.486,5.25,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1400H,33.687,6.338,0.947,1.001,21.526,4.396,12.708,192.97,16.235,193.655,27.364,19.218,13.886,197.498,30.329,19.122,13.683,195.381,19.17,42.016,13.966,195.816,19.792,43.029,13.922,197.284,194.639,13.154,44.655,6.493,9.98,0.0,79.957,22.002,50.68,13.437,191.232,194.474,13.046,3.809,53.073,95.008,148.081,12.75,134.633,94.545,14.582,7.232,16.235,193.655,90.671,15.323,0.898,0.226,91.255,0.115,0.114,0.077,0.091,0.531,6.433,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1500H,33.735,6.515,0.948,1.0,21.365,4.35,12.76,193.135,16.239,193.721,27.269,19.666,13.951,197.661,30.344,19.463,13.736,195.518,19.193,42.014,14.029,195.939,19.793,42.983,13.968,197.406,194.798,13.205,44.624,6.327,9.98,0.0,79.984,22.003,50.468,13.485,191.344,194.635,13.095,3.905,52.079,94.652,146.732,12.73,134.293,95.172,14.581,7.201,16.239,193.721,90.938,15.311,0.924,0.226,90.749,0.111,0.113,4.267,0.088,0.582,3.297,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1600H,33.739,6.127,0.936,0.98,20.637,4.384,12.743,193.077,16.383,193.754,27.104,19.555,13.927,197.613,30.346,19.36,13.713,195.456,19.201,42.015,14.018,195.903,19.776,42.938,13.952,197.439,194.739,13.186,44.62,6.177,9.973,0.0,79.916,21.985,50.058,13.458,191.284,194.59,13.077,3.797,52.417,95.488,147.905,12.896,135.041,95.306,14.578,7.278,16.383,193.754,90.571,15.444,0.954,0.231,91.284,0.852,0.116,7.063,0.087,0.61,0.416,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1700H,33.899,6.833,0.913,0.947,19.738,4.303,12.804,193.296,16.31,193.842,27.196,19.277,13.956,197.824,30.335,19.133,13.759,195.647,19.187,42.016,14.064,196.067,19.775,42.701,14.006,197.681,194.963,13.246,44.592,5.908,9.971,0.0,79.761,21.965,49.345,13.501,191.446,194.82,13.139,3.46,51.551,94.321,145.872,12.786,134.464,94.69,14.576,7.187,16.31,193.842,89.937,15.36,0.976,0.239,92.354,1.051,0.123,4.538,0.086,0.617,0.415,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1800H,34.035,7.552,0.887,0.924,19.197,4.271,12.837,193.412,16.365,193.85,27.159,19.22,13.966,197.921,30.33,19.082,13.779,195.736,19.174,42.017,14.085,196.129,19.761,42.737,14.037,197.746,195.067,13.275,44.44,5.7,9.974,0.0,79.586,21.964,49.55,13.527,191.491,194.93,13.173,3.604,50.875,94.487,145.361,12.792,134.529,94.131,14.576,7.174,16.365,193.85,89.42,15.398,0.99,0.248,92.754,0.307,0.129,5.365,0.086,0.62,0.415,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 1900H,34.178,6.534,0.877,0.908,19.016,4.259,12.891,193.594,16.432,194.088,27.378,17.883,14.014,198.084,30.297,19.174,13.841,195.965,19.169,42.007,14.14,196.283,19.71,43.47,14.102,197.874,195.245,13.33,44.53,5.664,9.97,0.0,79.422,21.966,48.812,13.577,191.624,195.101,13.225,3.804,51.163,94.417,145.58,12.849,134.941,94.467,14.576,7.206,16.432,194.088,89.258,15.451,0.998,0.257,92.099,0.108,0.131,5.623,0.086,0.614,0.416,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 2000H,34.647,5.338,0.884,0.907,19.042,4.123,13.188,194.589,16.27,194.67,28.561,14.407,14.294,199.011,29.849,19.733,14.16,197.069,19.162,41.982,14.432,197.124,19.817,44.708,14.419,198.788,196.271,13.642,45.051,5.661,9.963,0.0,79.281,21.982,46.68,13.857,192.406,196.07,13.518,3.615,50.923,91.925,142.847,12.681,134.076,94.855,14.576,7.118,16.27,194.67,89.214,15.287,1.002,0.259,92.488,0.109,0.13,3.515,0.087,0.608,0.417,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 2100H,34.415,4.44,0.875,0.902,18.957,4.24,13.126,194.352,16.615,194.493,28.086,12.118,14.202,198.647,29.44,19.913,14.09,196.84,19.218,41.972,14.375,196.913,19.692,46.058,14.371,198.564,196.002,13.568,44.484,5.637,9.965,0.0,79.164,22.016,47.82,13.799,192.156,195.813,13.455,3.67,50.353,95.577,145.931,12.999,135.906,94.774,14.576,7.285,16.615,194.493,89.364,15.629,1.002,0.257,92.869,0.109,0.128,2.765,0.087,0.604,0.416,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 2200H,34.293,5.3,0.887,0.912,18.758,4.256,12.928,193.698,16.454,194.179,28.467,12.12,14.017,198.074,29.526,19.866,13.889,196.155,19.333,41.979,14.199,196.326,19.285,46.022,14.169,197.992,195.376,13.375,44.772,5.5,9.969,0.0,79.042,22.018,48.583,13.614,191.662,195.192,13.263,3.795,51.82,94.133,145.954,12.829,135.117,95.072,14.576,7.227,16.454,194.179,89.215,15.467,1.002,0.258,91.96,0.109,0.131,1.705,0.087,0.608,0.414,Daily Generation Report_2025.06.16.xlsx,
16-06-2025 2300H,34.084,5.502,0.886,0.914,18.608,4.218,12.8,193.315,16.091,194.02,28.362,12.113,13.878,197.687,29.605,19.533,13.755,195.779,19.185,41.983,14.064,195.924,19.07,45.877,14.025,197.502,194.996,13.244,44.785,5.435,9.972,0.0,78.919,22.003,49.145,13.493,191.404,194.834,13.138,3.798,51.673,92.111,143.784,12.348,133.593,94.474,14.576,6.981,16.091,194.02,88.959,15.089,1.005,0.259,91.852,0.108,0.134,0.616,0.086,0.612,0.393,Daily Generation Report_2025.06.16.xlsx,
17-06-2025 0000H,34.512,3.879,0.814,0.875,17.541,4.14,13.143,194.166,16.31,193.658,27.271,12.084,14.174,198.347,29.671,18.044,14.06,196.461,19.232,41.988,14.359,196.538,19.268,47.009,14.344,197.996,195.714,13.564,43.551,5.465,9.975,0.0,78.801,22.007,51.115,13.807,191.342,195.522,13.47,5.16,40.012,102.872,142.884,12.839,136.43,100.216,14.578,7.402,16.31,193.658,93.27,15.332,1.006,0.252,90.733,0.858,0.138,0.872,0.862,1.514,1.114,Daily Generation Report_2025.06.16.xlsx,
17-06-2025 0100H,34.183,4.045,0.875,0.908,18.288,4.192,12.723,193.053,15.99,193.826,28.582,12.084,13.796,197.45,29.601,17.988,13.671,195.508,19.166,41.988,13.985,195.747,18.992,45.81,13.945,197.448,194.728,13.163,44.963,5.635,9.973,0.0,78.696,21.951,51.173,13.419,191.112,194.531,13.062,3.743,50.2,93.096,143.295,12.294,134.076,95.031,14.575,7.054,15.99,193.826,89.176,14.988,1.005,0.258,92.884,0.107,0.152,0.096,0.085,0.644,1.855,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0200H,33.909,4.019,0.853,0.889,18.228,4.27,12.623,192.691,15.977,193.416,28.227,12.085,13.675,197.023,29.607,17.988,13.555,195.126,19.141,41.988,13.872,195.437,18.91,45.059,13.822,197.119,194.33,13.049,44.219,5.814,9.973,0.0,78.584,21.931,51.182,13.32,190.795,194.177,12.961,3.553,49.906,94.882,144.788,12.319,134.619,95.14,14.575,7.053,15.977,193.416,89.628,14.966,1.005,0.257,93.418,0.106,0.156,0.234,0.084,0.642,1.358,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0300H,33.992,3.598,0.851,0.89,18.028,4.255,12.624,192.681,15.988,193.356,29.012,12.085,13.693,197.09,29.632,17.989,13.567,195.157,19.101,41.989,13.881,195.46,19.016,45.061,13.84,197.133,194.344,13.059,44.599,5.873,9.973,0.0,78.462,21.913,51.194,13.323,190.78,194.174,12.965,3.569,50.119,94.507,144.626,12.353,134.553,95.228,14.575,7.092,15.988,193.356,89.63,14.964,1.003,0.262,93.863,0.106,0.157,0.234,0.085,0.641,1.374,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0400H,33.793,4.171,0.863,0.898,17.936,4.243,12.591,192.59,16.058,193.471,28.36,12.083,13.655,196.97,29.657,17.988,13.531,195.056,19.05,41.989,13.846,195.37,19.065,45.31,13.812,197.016,194.246,13.022,44.473,5.867,9.972,0.0,78.344,21.906,51.185,13.293,190.733,194.084,12.931,3.518,48.915,94.452,143.366,12.293,134.262,94.748,14.574,7.015,16.058,193.471,89.319,15.012,0.996,0.269,93.739,0.107,0.154,0.627,0.085,0.631,0.989,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0500H,33.919,4.107,0.871,0.904,17.967,4.262,12.61,192.67,16.284,193.498,28.406,12.081,13.68,197.049,29.667,17.987,13.555,195.115,19.089,41.989,13.87,195.454,19.027,45.542,13.837,197.062,194.333,13.044,44.518,5.856,9.97,0.0,78.242,21.905,51.179,13.313,190.786,194.166,12.95,3.564,49.202,95.345,144.547,12.468,134.817,94.626,14.574,7.116,16.284,193.498,89.489,15.221,0.991,0.268,93.316,0.107,0.151,0.628,0.085,0.62,1.167,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0600H,33.973,2.999,0.87,0.906,18.243,4.235,12.598,192.614,16.169,193.297,28.559,12.076,13.661,196.968,29.665,17.988,13.541,195.077,19.072,41.99,13.849,195.402,18.951,45.536,13.82,196.978,194.282,13.032,44.557,5.963,9.973,0.0,78.169,21.904,51.185,13.305,190.73,194.111,12.939,3.545,49.123,94.757,143.88,12.409,134.439,94.879,14.574,7.087,16.169,193.297,89.625,15.108,0.985,0.268,93.213,0.107,0.148,0.401,0.086,0.619,1.268,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0700H,33.84,3.785,0.876,0.91,18.658,4.257,12.549,192.441,16.12,193.108,28.467,12.061,13.618,196.771,29.663,17.994,13.494,194.932,19.077,41.991,13.798,195.278,18.913,45.541,13.772,196.777,194.106,12.983,44.478,5.99,9.975,0.0,78.116,21.907,51.164,13.263,190.588,193.932,12.89,3.525,48.901,95.14,144.041,12.445,134.871,95.512,14.575,7.131,16.12,193.108,89.885,15.06,0.957,0.263,94.036,0.109,0.135,0.403,0.087,0.611,1.264,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0800H,33.726,5.153,0.888,0.923,19.139,4.254,12.552,192.452,16.023,193.365,28.799,12.291,13.639,196.8,29.675,18.003,13.503,194.945,19.01,42.445,13.796,195.331,18.884,45.444,13.776,196.806,194.12,12.989,44.607,5.901,9.975,0.0,78.078,21.912,51.163,13.27,190.629,193.93,12.892,3.462,49.326,94.144,143.47,12.345,134.432,95.58,14.576,7.077,16.023,193.365,89.724,14.952,0.913,0.26,94.229,0.11,0.119,0.494,0.089,0.593,1.072,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 0900H,33.709,5.988,0.903,0.944,19.724,4.424,12.555,192.475,16.293,193.43,28.564,12.809,13.655,196.817,29.704,17.883,13.516,194.983,19.057,43.448,13.823,195.545,18.86,45.224,13.784,196.885,194.151,12.996,44.606,5.994,9.975,0.0,78.122,21.93,51.157,13.279,190.704,193.953,12.894,3.44,53.711,95.425,149.136,12.596,135.864,95.185,14.576,7.223,16.293,193.43,89.937,15.192,0.862,0.24,94.318,0.112,0.112,0.877,0.091,0.551,0.859,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1000H,33.604,5.637,0.917,0.965,20.343,4.456,12.564,192.499,16.098,193.404,28.71,13.25,13.68,196.848,29.809,17.834,13.53,194.974,18.863,44.164,13.838,195.572,18.909,45.095,13.789,196.873,194.18,13.009,44.591,5.778,9.975,0.0,78.247,21.947,51.14,13.295,190.772,193.981,12.903,3.532,55.865,93.882,149.747,12.368,134.801,95.279,14.583,7.118,16.098,193.404,90.227,15.004,0.823,0.215,93.998,0.114,0.111,0.828,0.093,0.507,0.977,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1100H,33.699,4.121,0.932,0.99,20.918,4.424,12.697,192.917,16.279,193.514,28.467,14.935,13.849,197.319,29.832,19.594,13.691,195.455,18.66,44.802,13.982,195.919,19.003,45.219,13.934,197.279,194.599,13.147,44.797,5.222,9.981,0.0,78.416,21.956,50.541,13.426,191.151,194.389,13.032,3.648,54.428,94.654,149.082,12.477,135.677,95.286,14.591,7.173,16.279,193.514,90.595,15.158,0.801,0.208,94.051,0.116,0.113,1.825,0.094,0.481,1.424,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1200H,34.147,3.962,0.925,0.977,20.782,4.473,12.803,193.264,16.773,193.858,27.955,16.129,14.002,197.763,29.586,20.982,13.839,195.965,18.627,45.147,14.117,196.327,18.984,45.226,14.059,197.686,194.97,13.261,45.139,5.017,9.984,0.0,78.566,21.958,49.515,13.522,191.468,194.747,13.134,3.825,55.354,97.382,152.736,12.976,137.934,95.833,14.602,7.495,16.773,193.858,90.795,15.601,0.795,0.196,94.861,0.116,0.113,2.635,0.093,0.471,1.852,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1300H,34.314,5.037,0.877,0.906,20.053,4.359,12.857,193.479,16.511,194.175,28.56,14.264,14.025,197.932,29.455,19.155,13.865,196.097,18.492,45.024,14.131,196.397,18.953,45.099,14.089,197.808,195.164,13.309,44.917,4.872,9.98,0.0,78.64,21.974,48.105,13.565,191.706,194.977,13.187,3.311,54.054,95.513,149.566,12.714,136.387,95.958,14.611,7.357,16.511,194.175,89.907,15.34,0.846,0.2,94.532,0.114,0.112,1.52,0.092,0.519,1.785,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1400H,34.253,5.635,0.845,0.862,19.354,4.279,12.848,193.468,16.344,193.989,28.933,12.13,13.959,197.785,29.64,17.024,13.815,195.971,18.576,45.025,14.11,196.351,19.041,45.094,14.062,197.761,195.12,13.29,44.5,4.776,9.976,0.0,78.703,22.004,48.329,13.553,191.713,194.946,13.179,3.118,51.612,94.962,146.575,12.458,135.571,94.833,14.612,7.165,16.344,193.989,89.435,15.162,0.906,0.227,93.617,0.112,0.11,0.862,0.09,0.58,1.536,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1500H,34.121,5.114,0.864,0.894,19.046,4.286,12.808,193.312,16.306,193.748,28.664,13.46,13.914,197.625,29.737,18.147,13.776,195.866,18.556,45.022,14.086,196.212,19.09,45.083,14.027,197.671,194.971,13.25,44.517,4.833,9.976,0.0,78.732,21.998,49.237,13.508,191.506,194.786,13.141,3.428,51.792,94.434,146.226,12.318,134.749,94.935,14.611,7.072,16.306,193.748,89.911,15.101,0.919,0.251,93.614,0.111,0.112,1.441,0.088,0.6,1.161,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1600H,34.166,4.215,0.886,0.924,18.898,4.329,12.772,193.172,16.571,193.874,28.281,15.247,13.907,197.641,29.482,19.939,13.77,195.881,18.443,45.019,14.07,196.114,19.017,45.076,14.012,197.56,194.852,13.219,44.949,4.92,9.973,0.0,78.696,21.97,49.355,13.466,191.33,194.645,13.107,3.494,52.355,95.556,147.911,12.596,135.915,95.818,14.608,7.228,16.571,193.874,89.869,15.35,0.919,0.251,94.324,0.109,0.118,3.794,0.087,0.605,1.186,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1700H,34.18,5.371,0.88,0.913,18.534,4.334,12.816,193.355,16.678,194.281,27.856,14.781,13.947,197.847,29.242,19.68,13.815,196.104,18.427,45.013,14.111,196.255,18.963,45.073,14.051,197.673,195.035,13.261,45.046,5.175,9.97,0.0,78.633,21.954,48.413,13.501,191.497,194.819,13.15,3.742,51.518,96.625,148.143,12.773,136.724,95.588,14.607,7.324,16.678,194.281,89.158,15.454,0.929,0.244,94.396,0.108,0.13,2.948,0.086,0.612,1.792,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1800H,34.34,6.941,0.878,0.911,18.379,4.281,12.864,193.53,16.676,194.146,28.493,13.794,13.984,198.011,29.226,18.676,13.855,196.235,18.492,45.009,14.158,196.387,19.042,45.063,14.097,197.838,195.212,13.31,45.154,5.344,9.97,0.0,78.539,21.964,48.275,13.545,191.601,195.003,13.199,3.843,51.051,95.96,147.011,12.769,136.367,95.224,14.606,7.351,16.676,194.146,88.992,15.443,0.94,0.247,93.927,0.107,0.142,2.414,0.085,0.62,1.762,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 1900H,34.404,5.724,0.868,0.902,18.117,4.221,12.829,193.381,16.487,193.916,29.009,12.671,13.926,197.83,29.336,17.558,13.801,196.005,18.443,45.008,14.111,196.181,19.05,45.058,14.051,197.657,195.055,13.272,45.034,5.264,9.971,0.0,78.429,21.964,49.291,13.511,191.413,194.855,13.165,3.932,50.974,94.261,145.235,12.496,134.954,95.271,14.605,7.174,16.487,193.916,89.014,15.25,0.945,0.248,93.64,0.107,0.152,2.415,0.085,0.623,1.216,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 2000H,34.21,3.594,0.835,0.878,17.683,4.27,12.833,193.385,16.402,193.936,28.749,12.953,13.903,197.753,29.52,17.062,13.781,195.904,18.414,45.008,14.095,196.109,19.014,45.055,14.033,197.572,195.033,13.268,44.537,5.191,9.971,0.0,78.33,21.957,49.486,13.512,191.415,194.863,13.167,3.926,51.576,94.502,146.077,12.396,134.804,95.672,14.605,7.077,16.402,193.936,89.071,15.155,0.947,0.246,94.007,0.107,0.158,1.155,0.085,0.629,1.329,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 2100H,34.09,3.665,0.82,0.87,17.616,4.224,12.78,193.244,16.342,193.852,28.956,14.211,13.853,197.619,29.647,16.43,13.724,195.753,18.412,45.007,14.044,195.99,19.007,45.055,13.982,197.458,194.896,13.215,44.526,5.263,9.973,0.0,78.254,21.958,49.549,13.464,191.346,194.726,13.115,3.739,50.517,93.481,143.998,12.24,134.213,95.044,14.605,6.962,16.342,193.852,88.497,15.091,0.949,0.25,93.503,0.107,0.16,1.156,0.085,0.633,1.502,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 2200H,33.974,4.377,0.834,0.872,17.574,4.194,12.711,193.013,16.316,193.697,28.745,15.125,13.772,197.363,29.859,15.16,13.637,195.494,18.395,45.007,13.969,195.751,19.02,45.053,13.905,197.224,194.651,13.14,44.365,5.303,9.973,0.0,78.188,21.953,49.713,13.399,191.127,194.485,13.047,3.599,49.21,93.271,142.482,12.194,134.031,94.834,14.605,6.938,16.316,193.697,88.54,15.055,0.95,0.252,93.413,0.106,0.163,0.84,0.085,0.634,1.191,Daily Generation Report_2025.06.17.xlsx,
17-06-2025 2300H,33.799,3.516,0.836,0.86,17.074,4.224,12.654,192.803,16.282,193.619,28.06,16.332,13.706,197.136,30.121,13.55,13.556,195.265,18.353,45.006,13.9,195.519,19.009,45.05,13.833,196.973,194.422,13.075,43.98,5.45,9.972,0.0,78.109,21.935,50.209,13.34,190.929,194.282,12.989,3.57,49.233,93.518,142.752,12.194,134.0,95.683,14.605,6.953,16.282,193.619,88.986,15.008,0.953,0.248,94.085,0.106,0.171,0.84,0.084,0.64,0.773,Daily Generation Report_2025.06.17.xlsx,
18-06-2025 0000H,33.934,2.817,0.831,0.84,16.304,4.397,12.508,192.286,17.095,193.664,27.688,17.897,13.585,196.579,30.275,12.034,13.399,194.759,18.25,45.003,13.759,195.154,18.934,45.046,13.689,196.451,193.804,12.903,43.037,5.892,9.976,0.0,78.013,21.923,50.256,13.194,190.493,193.774,12.844,3.237,48.688,100.518,149.205,12.897,137.721,90.505,14.604,7.352,17.095,193.664,88.047,15.76,0.961,0.244,89.29,0.106,0.177,5.454,0.084,0.648,0.451,Daily Generation Report_2025.06.17.xlsx,
18-06-2025 0100H,33.986,3.072,0.821,0.824,15.466,4.205,12.696,192.945,16.393,193.625,27.87,17.991,13.763,197.314,30.415,11.967,13.586,195.418,18.336,45.003,13.941,195.599,18.956,45.052,13.87,197.111,194.547,13.113,43.815,5.952,9.968,0.0,77.897,21.912,50.082,13.371,190.988,194.416,13.029,3.592,48.194,94.724,142.918,12.331,134.922,94.741,14.604,7.028,16.393,193.625,88.722,15.08,0.968,0.24,93.764,0.106,0.191,1.193,0.084,0.645,0.859,Daily Generation Report_2025.06.18.xlsx,1.311
